"","D367T01","D367T02","D367T03","D367T07","D367T08","D367T09","D367T13","D367T14","D367T15","D367T19","D367T20","D367T21","D367T25","D367T26","D367T27"
"ENSG00000128340",15217,3263,3999,22739,5817,5335,23922,3588,2759,22718,2821,2893,29529,1677,1856
"ENSG00000100055",6378,1798,3365,6389,2323,3198,6753,1544,1685,7243,2718,4383,9540,1734,2553
"ENSG00000243902",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000166897",3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000272694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100060",414,540,456,653,646,605,736,485,307,581,606,546,1398,641,435
"ENSG00000100065",4,0,1,3,1,1,0,0,0,0,1,0,7,3,2
"ENSG00000225867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000128283",19,412,474,319,799,547,498,838,651,9,509,586,565,1244,1198
"ENSG00000100079",15,106,140,872,2370,2992,787,1435,1032,11,204,317,1740,2744,2396
"ENSG00000273866",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"ENSG00000100083",2301,1462,1691,2763,2335,2355,2766,1482,1105,2868,1729,2067,4140,1104,1340
"ENSG00000100092",255,720,937,433,692,757,418,508,385,442,742,1056,640,571,673
"ENSG00000285304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233360",2,3,2,4,4,12,2,4,1,0,3,4,3,1,1
"ENSG00000241360",1,0,0,1,0,0,5,0,1,1,0,1,3,0,0
"ENSG00000241333",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100097",10257,7951,14934,8659,3939,6618,13998,5178,5503,15098,7173,14962,25153,6340,9140
"ENSG00000273899",66,46,43,40,22,43,51,29,16,41,32,18,62,22,31
"ENSG00000100101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100106",727,1233,1459,1407,1625,1380,1323,998,778,1327,1474,1825,1550,1442,1528
"ENSG00000189060",596,8268,5477,1278,15204,10440,1079,12611,5335,757,15601,9970,1210,19773,11619
"ENSG00000100116",43,26,29,50,37,26,63,32,13,74,32,34,90,29,28
"ENSG00000128310",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100124",186,122,145,230,167,164,260,151,74,338,269,322,473,112,93
"ENSG00000284197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207696",1,2,0,2,2,0,2,0,1,0,0,4,3,0,1
"ENSG00000100129",1981,930,924,2726,1425,1429,2591,647,425,2839,879,911,4157,660,521
"ENSG00000279738",13,12,16,14,14,20,21,8,8,23,10,10,24,10,4
"ENSG00000207227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100139",1073,1645,2154,1607,2126,1824,1749,1507,1036,1882,2228,2405,2134,1739,1715
"ENSG00000278948",135,84,120,212,162,173,223,90,69,228,87,93,232,86,101
"ENSG00000128346",1,0,1,1,0,0,1,1,0,1,0,0,1,0,0
"ENSG00000272582",0,3,0,2,1,1,0,0,0,4,1,1,5,1,1
"ENSG00000100142",229,157,176,334,176,214,297,161,77,300,186,216,574,196,180
"ENSG00000284289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284266",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000222044",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"ENSG00000273214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100151",442,446,508,638,537,487,523,402,219,557,442,549,665,407,357
"ENSG00000233739",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100156",4,2,0,2,0,0,3,1,0,5,0,0,3,0,1
"ENSG00000128298",0,2,2,1,0,0,1,0,0,0,0,2,0,1,3
"ENSG00000272720",5,3,2,5,4,0,4,2,2,5,5,3,5,4,6
"ENSG00000184381",41,68,87,65,77,59,77,58,32,57,67,77,117,70,66
"ENSG00000279080",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"ENSG00000185022",944,1127,2580,1672,1691,1945,1646,1366,1563,1839,1510,2294,1751,949,1928
"ENSG00000198792",560,564,783,916,720,758,782,536,370,797,628,697,1162,630,607
"ENSG00000235246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000241693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213923",210,153,164,309,231,206,284,125,133,290,186,166,394,150,195
"ENSG00000283900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244627",10,15,25,28,35,36,20,18,14,22,21,25,16,23,24
"ENSG00000229955",0,0,2,0,1,1,0,0,1,0,0,0,1,1,1
"ENSG00000228620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000168135",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100196",6,0,1,21,0,2,30,2,0,17,0,2,35,0,0
"ENSG00000100201",6854,7459,9449,9867,12720,13202,8942,8483,5889,8395,9806,11798,10412,8555,8273
"ENSG00000100206",10,0,0,11,2,3,12,1,0,11,2,0,11,1,0
"ENSG00000224279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000184949",1,0,1,4,0,0,0,0,1,0,0,0,3,2,0
"ENSG00000100211",52,53,53,92,78,71,109,48,33,71,67,60,120,81,61
"ENSG00000230912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228274",4,0,4,0,1,3,1,0,0,3,0,2,4,0,1
"ENSG00000100216",1209,694,693,1286,624,596,1504,429,260,1513,564,706,2911,560,478
"ENSG00000100221",1733,1384,2197,2094,2048,1982,2115,1285,974,2509,1832,2176,3221,1781,1872
"ENSG00000100226",550,5007,6588,741,3905,4180,743,3638,2791,737,5445,7052,1188,6091,6155
"ENSG00000229598",0,0,0,0,1,1,0,0,1,0,0,2,0,0,0
"ENSG00000244491",0,4,8,0,4,0,0,4,4,0,6,5,1,3,11
"ENSG00000100242",4654,4793,8057,9748,11676,12343,8740,4997,4887,7136,5755,7496,12998,3692,5667
"ENSG00000230149",2,40,54,2,26,7,1,21,14,2,25,36,1,42,60
"ENSG00000273096",7,1,10,12,11,13,7,7,2,13,6,10,9,8,6
"ENSG00000225450",0,37,64,3,23,16,0,32,17,0,29,59,7,66,53
"ENSG00000272669",7,98,215,6,58,66,4,85,61,7,123,153,5,149,162
"ENSG00000273076",0,3,6,0,1,5,0,3,5,0,3,4,1,3,3
"ENSG00000100246",99,43,51,127,84,67,154,49,29,178,69,73,190,51,42
"ENSG00000221890",31,14,22,59,10,9,69,13,13,68,22,36,116,23,26
"ENSG00000183741",1656,5876,6041,2129,4058,3874,2756,4947,3246,2548,5901,6880,3599,6055,5237
"ENSG00000235209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000128383",2,18217,14613,1,1097,818,2,7366,2710,8,14009,9624,4,23253,15084
"ENSG00000179750",319,531,461,115,62,62,254,325,134,565,516,412,580,23,34
"ENSG00000249310",0,2,1,0,1,0,0,11,1,0,9,7,0,2,0
"ENSG00000244509",1335,2485,2902,1207,1444,1430,1178,1358,911,1405,2020,2255,2119,2707,2168
"ENSG00000284554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243811",4,24,29,2,15,19,3,10,10,0,25,26,5,24,26
"ENSG00000128394",47,431,555,89,386,374,74,352,272,88,612,748,120,992,780
"ENSG00000259421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239713",244,2291,2797,245,1060,1086,235,1400,880,280,2303,2811,377,3333,2730
"ENSG00000225720",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100298",7,80,105,4,13,16,2,40,25,2,49,75,17,142,109
"ENSG00000100307",186,36,47,396,358,411,352,101,61,314,85,115,374,71,52
"ENSG00000226024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227009",0,2,8,0,5,3,0,2,0,0,6,6,0,10,7
"ENSG00000100311",38,588,1809,48,194,312,31,88,193,45,195,403,124,255,524
"ENSG00000284633",1,98,148,0,51,65,0,48,54,0,67,61,3,84,83
"ENSG00000224794",0,2,1,0,1,0,0,0,0,1,0,0,0,0,0
"ENSG00000100316",11230,4880,5852,12119,6665,6838,15241,4481,2662,15406,5658,6038,28336,4959,4936
"ENSG00000209480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000209482",2,4,1,1,2,3,1,1,1,2,0,2,5,4,3
"ENSG00000263764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100321",1095,208,290,2404,563,456,1772,255,140,1371,161,192,2229,275,260
"ENSG00000280216",9,0,0,11,2,2,9,0,2,5,0,0,6,0,0
"ENSG00000100324",437,525,601,691,615,583,653,442,269,618,613,664,912,519,431
"ENSG00000128268",60,61,103,302,158,182,191,54,63,42,32,80,74,68,83
"ENSG00000227188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100335",2425,1455,1659,2945,1835,1765,3094,1131,755,3066,1470,1587,4431,1202,1174
"ENSG00000285025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000128272",3394,8704,9999,3035,8935,8764,3745,7305,5024,4578,11518,12389,7216,10341,9401
"ENSG00000187051",686,756,935,1251,1093,912,1608,861,513,1551,1099,1170,1588,721,743
"ENSG00000100346",1,13,40,0,0,1,2,3,11,0,9,30,0,44,44
"ENSG00000176177",65,55,76,54,58,50,138,44,45,64,109,114,124,91,63
"ENSG00000235647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226085",0,1,2,12,5,2,10,5,1,1,3,5,1,2,7
"ENSG00000100351",2,3,0,10,6,5,0,1,1,3,5,6,8,2,3
"ENSG00000225528",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"ENSG00000133477",1,0,0,0,2,0,1,0,0,0,2,1,1,1,0
"ENSG00000261202",1,1,1,0,0,0,0,0,1,3,0,1,0,0,0
"ENSG00000100354",746,1265,2063,977,885,1246,844,837,736,941,1307,1815,1314,1432,1463
"ENSG00000228599",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239900",64,83,85,74,67,62,72,38,21,81,69,66,176,61,68
"ENSG00000284431",0,1,2,0,1,1,0,0,1,0,1,0,0,0,1
"ENSG00000100359",9,10,12,7,7,12,18,8,7,7,8,8,17,15,5
"ENSG00000229999",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000196588",1038,2522,3771,1400,1937,2171,1537,1932,1550,1558,2472,3691,2320,2615,2915
"ENSG00000272834",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000227413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000172912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230071",5,6,18,5,7,10,5,9,4,10,5,11,10,8,10
"ENSG00000231907",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000128285",0,7,0,1,1,0,0,2,0,0,4,1,0,7,0
"ENSG00000100372",424,324,305,514,262,285,472,197,162,575,278,324,709,339,279
"ENSG00000230769",2,2,0,2,0,0,2,0,0,3,0,3,1,0,0
"ENSG00000233603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266594",1,0,0,0,3,0,1,0,1,3,0,0,0,0,2
"ENSG00000100380",5884,4014,4174,8106,5827,6002,7866,3463,2056,8261,4543,4301,10667,3323,3072
"ENSG00000196236",210,105,131,231,106,130,258,129,63,253,97,119,473,160,113
"ENSG00000172404",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273979",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000200683",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100387",1118,1074,1471,1211,824,993,1410,664,601,1312,1025,1404,2106,1069,1071
"ENSG00000222698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237214",1,0,1,1,3,2,4,1,0,2,0,1,5,0,0
"ENSG00000199515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213857",1,2,3,0,0,0,2,2,0,0,0,1,2,0,0
"ENSG00000100393",3004,5243,7335,3564,6342,6514,3448,3897,3501,3744,6355,7799,4916,5312,5724
"ENSG00000284015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252859",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000232754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231993",1,0,1,0,0,0,2,0,0,4,1,0,2,0,0
"ENSG00000215771",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ENSG00000100395",708,779,864,770,827,777,857,496,315,965,817,879,1524,649,626
"ENSG00000235513",6,381,638,0,251,245,5,229,163,2,552,738,7,449,367
"ENSG00000100399",3,3,3,3,1,3,7,2,0,3,4,4,6,2,2
"ENSG00000100401",1958,3088,4425,2083,3366,3362,2333,2546,1999,2642,3325,4136,4043,3664,3598
"ENSG00000274552",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000100403",1622,3142,3438,2074,2252,2368,2175,1906,1262,2216,2737,3231,3123,3822,3275
"ENSG00000167074",367,421,555,449,265,296,424,214,141,421,363,401,550,266,272
"ENSG00000199865",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273424",1,1,0,0,1,2,0,0,0,0,1,1,1,0,2
"ENSG00000183864",227,561,872,408,700,552,365,544,539,382,792,960,716,930,1020
"ENSG00000100410",277,390,451,415,405,420,357,331,203,422,429,524,788,390,393
"ENSG00000100412",5368,3575,4096,6347,3750,4396,6423,2306,1493,5396,2662,2970,11074,2582,2348
"ENSG00000100413",605,240,319,737,323,316,714,186,112,720,273,326,1411,216,214
"ENSG00000172346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100417",168,216,257,284,277,241,174,157,118,244,220,267,408,294,287
"ENSG00000100418",962,1894,2117,1033,3373,2801,1383,2143,1354,1237,2624,2781,2315,2123,2088
"ENSG00000196419",5264,5182,6222,5483,5123,5393,5741,3603,2177,6922,4915,5911,10863,4346,3956
"ENSG00000200332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100138",961,435,443,1060,764,660,1153,470,270,1238,569,568,2326,518,401
"ENSG00000285531",2,0,6,5,6,1,6,5,0,6,1,1,14,6,5
"ENSG00000207457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000184208",310,537,678,601,1182,1092,530,780,401,558,931,949,671,893,707
"ENSG00000167077",237,367,512,211,555,489,265,505,341,388,609,658,479,312,365
"ENSG00000231261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206813",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100147",62,93,123,97,141,173,57,108,81,89,114,128,159,248,260
"ENSG00000184068",3,1,3,8,5,1,4,1,1,5,4,7,7,1,3
"ENSG00000198911",5416,7027,10895,6487,6200,7486,7677,5220,4801,7644,8204,11378,12022,7552,8468
"ENSG00000207932",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000159958",7,0,0,0,0,0,2,1,1,3,0,2,6,0,0
"ENSG00000283829",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100162",217,4,6,239,2,2,250,0,2,358,0,5,611,2,0
"ENSG00000205704",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"ENSG00000100167",54,9,18,91,26,25,62,16,16,96,15,20,190,22,26
"ENSG00000224883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183066",9,2,3,16,19,12,4,4,4,5,7,11,6,10,6
"ENSG00000215347",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"ENSG00000198951",2239,2373,2880,2618,2712,2892,2935,1864,1234,3530,3011,3474,6134,2805,2589
"ENSG00000177096",15,41,21,41,41,49,34,28,17,16,39,24,53,45,53
"ENSG00000238498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183172",194,148,153,320,166,178,284,115,70,311,164,175,499,113,119
"ENSG00000184983",834,504,570,743,623,599,946,450,231,996,588,554,1648,500,400
"ENSG00000270083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237037",1,2,0,8,7,3,8,3,1,1,3,0,8,2,1
"ENSG00000213790",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000100197",2,2,6,2,0,6,2,3,3,1,2,1,2,3,5
"ENSG00000227370",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000232710",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000281538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205702",6,3,12,6,15,19,9,12,5,5,14,10,3,12,12
"ENSG00000226450",2,0,5,2,3,0,4,4,2,8,5,2,3,4,2
"ENSG00000100207",49,92,133,50,113,135,43,60,57,48,106,128,88,93,98
"ENSG00000182057",7,11,20,17,28,28,10,6,3,22,16,15,14,12,19
"ENSG00000233903",10,9,14,16,20,21,12,12,2,9,16,9,10,13,14
"ENSG00000273366",4,1,4,4,7,3,2,4,0,5,3,3,5,1,1
"ENSG00000229891",3,0,0,0,3,2,0,0,1,0,2,1,1,0,1
"ENSG00000235568",4206,11577,14678,7139,11478,13693,6298,9755,7009,5901,11192,14448,8049,10332,9782
"ENSG00000230107",16,34,57,28,102,125,7,29,16,25,41,60,9,17,23
"ENSG00000172250",1,0,1,1,2,3,3,0,0,2,2,1,0,0,3
"ENSG00000189306",768,669,839,1782,1302,1345,1294,651,469,1194,795,863,2412,905,784
"ENSG00000183569",4,4,9,5,10,7,5,7,8,2,7,4,12,12,5
"ENSG00000182841",33,49,60,69,51,86,62,49,39,33,38,51,385,126,128
"ENSG00000202058",1,0,1,0,1,0,0,0,0,1,1,1,1,1,0
"ENSG00000251913",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100227",1424,2452,2818,1969,2796,2806,1886,2379,1427,1852,3092,3599,3043,3157,2705
"ENSG00000276027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270022",0,2,1,0,0,0,0,0,0,0,1,0,1,0,0
"ENSG00000100243",1846,4866,5606,2675,4143,3911,2971,4531,2660,2786,4790,5672,4185,4726,4243
"ENSG00000249222",1,0,0,0,0,0,2,0,0,1,1,0,0,0,0
"ENSG00000128274",9,208,227,55,386,341,29,309,193,19,158,191,24,291,261
"ENSG00000200448",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"ENSG00000234009",34,11,18,15,14,17,40,5,6,40,17,14,80,13,10
"ENSG00000229608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274717",2,2,24,1,3,8,3,1,12,0,2,14,2,3,8
"ENSG00000242247",1171,1997,3926,1423,2045,2972,1584,1819,2200,1383,1973,3341,2336,1952,2944
"ENSG00000100266",3134,2430,3805,4441,3145,3903,4689,2104,1930,4797,2954,4022,6421,2799,3422
"ENSG00000226989",0,0,0,0,0,1,0,2,0,0,0,0,0,0,1
"ENSG00000230319",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000100271",43,52,55,71,57,74,91,75,25,95,60,64,127,74,50
"ENSG00000234735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100290",1,4,3,7,4,2,1,4,4,0,1,3,7,3,5
"ENSG00000100294",112,36,35,160,66,61,199,51,22,149,48,56,234,42,29
"ENSG00000100300",1363,2087,2289,5403,2528,1599,6702,2344,1492,3952,2321,2738,5408,1214,1483
"ENSG00000100304",980,387,390,1616,632,582,1481,286,243,1609,366,381,2050,232,219
"ENSG00000159307",2,1,4,10,4,5,0,2,0,0,3,6,6,7,0
"ENSG00000236272",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000234892",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000203527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186976",5,1,1,15,4,7,11,0,1,8,1,3,14,1,1
"ENSG00000233157",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000180150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261251",3,2,2,10,3,7,3,3,4,4,0,3,4,0,0
"ENSG00000130540",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"ENSG00000100341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100344",306,4,9,558,3,10,448,4,7,510,8,15,401,5,10
"ENSG00000100347",925,335,307,1229,377,324,1232,246,148,1169,297,316,1804,299,249
"ENSG00000224856",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188677",1088,351,600,1155,352,407,1332,269,246,1273,260,389,2438,305,487
"ENSG00000279175",3,1,0,2,9,1,3,1,2,2,3,1,2,1,1
"ENSG00000280434",36,17,28,23,28,23,31,14,19,32,10,25,39,14,37
"ENSG00000138964",5473,1417,1545,7590,1391,1425,7355,1123,768,7097,1301,1247,8197,1231,940
"ENSG00000279933",0,0,0,3,0,0,0,0,0,0,0,1,2,0,0
"ENSG00000280011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000138944",0,2,0,0,1,0,0,0,0,0,0,0,2,4,3
"ENSG00000220702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236079",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188636",473,201,216,706,491,372,639,292,180,718,344,339,1194,330,254
"ENSG00000215333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000187012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231801",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000186654",139,62,135,298,59,53,318,38,52,243,75,97,207,68,148
"ENSG00000248405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000241484",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000056487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226328",53,292,234,130,608,474,108,378,187,73,364,313,81,309,246
"ENSG00000273243",3,11,14,2,26,20,5,9,5,2,8,12,1,12,7
"ENSG00000093000",1135,1884,2460,1597,2803,2788,1351,1811,1280,1589,2518,2641,2418,2204,2033
"ENSG00000273353",4,2,0,6,0,0,0,3,0,1,0,1,0,2,0
"ENSG00000100364",20583,4519,5543,24196,8159,7985,23437,2982,2382,31268,6089,5725,26384,3523,3707
"ENSG00000221598",12,4,8,13,13,17,8,3,1,5,6,5,9,3,7
"ENSG00000273287",17,0,1,10,1,1,14,0,0,10,0,0,8,0,0
"ENSG00000213752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100373",0,4,0,0,5,0,0,10,1,0,10,6,0,9,9
"ENSG00000100376",151,344,436,770,1181,1114,179,365,259,312,492,565,343,475,480
"ENSG00000077935",0,0,0,1,0,0,3,0,0,7,0,0,4,0,0
"ENSG00000128408",9,0,0,16,1,0,18,0,0,20,0,0,21,0,0
"ENSG00000232363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000077942",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000251985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280383",2,2,2,6,5,5,5,3,1,2,4,2,4,1,1
"ENSG00000130638",1217,734,713,936,543,542,1430,488,308,1594,809,851,2267,699,513
"ENSG00000264160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279954",0,0,0,20,21,21,0,0,0,0,0,1,1,0,1
"ENSG00000235091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188064",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000280424",0,2,1,0,0,0,0,0,0,0,1,2,0,1,0
"ENSG00000273145",12,7,8,20,14,12,22,21,2,21,10,13,25,16,5
"ENSG00000231711",33,15,16,61,38,31,44,39,19,28,16,15,46,22,30
"ENSG00000182257",30,15,17,23,29,15,23,12,9,28,29,25,45,22,24
"ENSG00000273289",2,0,0,1,0,0,0,0,1,0,0,0,1,0,1
"ENSG00000241990",14,17,21,20,17,10,20,12,2,16,12,17,42,11,19
"ENSG00000197182",5,15,13,15,24,22,12,14,14,17,13,27,20,23,28
"ENSG00000231010",0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
"ENSG00000235159",4,0,0,2,1,5,0,1,2,1,4,0,5,0,0
"ENSG00000266533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186951",870,960,1099,1335,1114,1250,1159,645,520,1218,1121,1114,1363,871,857
"ENSG00000280384",1,4,2,3,2,1,0,0,2,3,1,4,0,3,1
"ENSG00000205643",58,42,68,107,76,57,67,55,26,74,52,62,127,82,61
"ENSG00000130943",2,0,0,0,0,0,0,1,1,0,0,3,2,2,1
"ENSG00000075234",347,652,808,397,336,415,510,403,279,478,571,816,728,731,747
"ENSG00000277232",5,1,0,8,5,4,5,2,2,8,0,3,13,2,1
"ENSG00000075218",449,12,12,364,9,9,440,4,4,725,5,10,764,3,5
"ENSG00000100416",557,368,576,601,454,556,626,321,269,689,390,526,1054,330,444
"ENSG00000075275",500,146,136,2111,660,563,1938,263,174,1846,287,302,1483,201,210
"ENSG00000230634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234869",7,1,0,27,9,5,14,2,1,19,5,1,24,0,1
"ENSG00000075240",398,71,56,842,204,152,973,190,73,951,121,136,1243,96,94
"ENSG00000100422",733,229,312,847,270,288,696,190,138,1153,218,360,1372,209,270
"ENSG00000260708",16,7,13,18,11,12,11,8,6,11,4,3,37,16,5
