gene	HC1	HC2	HC3	HC4	M1	M2	M3	S1	S2	S3	S4	S5	S6
TRAF3IP3	150	54	31	21	327	237	12	293	663	56	92	27	39
C1orf74	42	20	16	15	128	95	3	27	97	8	9	7	10
IRF6	36	13	24	20	62	49	0	11	25	1	9	2	1
UTP25	280	141	304	34	380	414	12	251	428	31	45	27	33
SERTAD4-AS1	4	2	0	30	0	1	0	3	9	3	2	0	0
SERTAD4	0	0	0	13	1	0	0	0	0	0	2	0	0
HHAT	76	50	100	29	97	119	6	53	93	3	14	6	3
RCOR3	396	256	566	69	562	569	12	563	1268	66	144	135	83
TRAF5	112	33	110	17	244	199	25	708	655	95	89	91	41
LINC00467	1233	694	503	126	693	650	11	483	760	33	134	44	76
SLC30A1	357	261	716	64	643	536	10	1257	4606	163	270	297	292
NEK2	7	0	0	0	3	1	0	6	14	0	0	1	3
AC096637.2	0	1	0	14	1	1	0	5	1	1	0	0	0
LPGAT1	465	325	695	127	778	722	27	908	2474	74	276	95	176
INTS7	149	71	216	30	382	345	12	228	412	26	52	39	31
DTL	5	4	1	4	2	2	0	9	21	0	4	0	4
PPP2R5A	801	546	1357	217	1205	1339	36	866	1358	102	199	105	124
AL360091.3	4	3	15	0	2	2	0	0	7	0	0	0	0
TMEM206	288	143	345	63	692	733	31	630	1515	99	230	194	54
NENF	10871	5728	3688	2191	8205	7701	360	4045	9837	528	1464	826	640
AC092803.2	42	35	52	8	202	130	16	407	2020	108	233	121	80
ATF3	172	150	888	91	4417	2348	364	6445	26328	2456	2175	1793	760
AL590648.3	4	4	0	0	14	12	0	6	29	0	11	11	9
BATF3	782	195	396	276	853	933	20	1231	3815	28	359	142	172
NSL1	1232	727	1225	212	2799	2268	52	1387	2248	151	279	334	155
TATDN3	550	233	340	105	1501	1140	30	703	1594	64	139	126	89
FLVCR1-DT	97	132	92	46	121	387	5	55	238	6	19	9	16
FLVCR1	340	180	302	44	359	251	14	471	663	91	61	79	50
VASH2	6	0	3	1	0	1	0	4	0	0	0	1	0
ANGEL2	447	298	671	71	944	772	22	547	1076	38	115	75	96
RPS6KC1	292	148	343	55	985	872	27	1101	2155	95	205	156	123
PROX1	11	13	5	2	99	36	0	2	11	1	1	0	2
SMYD2	666	323	515	245	1473	1269	55	778	2021	45	247	159	64
PTPN14	8	4	8	5	4	5	1	28	42	11	8	13	6
CENPF	55	54	66	13	223	253	1	56	78	3	6	3	15
KCTD3	94	62	144	35	147	138	1	89	170	6	37	6	17
GPATCH2	515	315	624	88	665	604	12	317	580	37	85	40	53
SPATA17	12	3	4	30	14	22	0	12	11	5	2	0	1
RRP15	987	444	690	107	954	905	24	1097	1390	73	174	60	142
LYPLAL1-DT	11	8	7	0	20	25	0	0	5	0	0	0	0
LYPLAL1	2230	1298	2218	301	2121	2170	48	701	1289	67	153	95	116
AC096642.1	28	20	70	1	23	18	0	4	8	0	0	3	0
ZC3H11B	25	17	9	0	43	25	3	69	60	9	22	13	6
EPRS	1028	693	1387	193	2321	2533	42	1113	1793	68	258	201	130
BPNT1	441	228	507	85	402	543	11	102	270	15	41	11	22
IARS2	1485	994	1382	275	1508	1778	39	1360	2783	123	310	83	106
RAB3GAP2	533	342	679	100	1067	937	41	1074	2067	84	220	122	105
MARK1	2	0	0	1	0	1	0	1	3	2	0	0	1
C1orf115	0	0	6	2	2	2	0	10	16	1	3	1	3
MARC2	2	5	4	4	6	1	0	3	8	0	1	0	0
MARC1	11	1	23	2	20	25	0	7	162	3	52	11	6
HLX-AS1	16	0	0	0	9	7	0	44	73	0	10	15	8
HLX	102	43	74	16	453	167	14	638	2778	133	247	633	302
DUSP10	786	396	484	151	907	838	31	1071	2085	255	195	200	108
AL513314.2	3	3	19	0	16	13	0	20	40	3	4	1	5
TAF1A	108	68	185	26	282	259	5	237	642	22	24	44	36
TAF1A-AS1	58	13	18	10	76	87	2	19	48	4	3	1	4
MIA3	797	481	846	133	3743	3358	66	1907	4144	181	385	342	146
AL592148.3	17	8	15	7	27	18	1	58	80	4	12	6	2
AIDA	1063	492	966	223	1851	1564	60	2358	5934	206	522	272	232
BROX	1581	820	1798	252	1530	1380	45	1689	2947	145	335	176	196
AL392172.1	794	535	759	138	587	448	17	445	964	35	142	104	231
DISP1	259	152	215	44	392	275	11	110	176	9	27	33	23
TLR5	238	254	342	36	657	424	8	730	568	36	75	88	35
CAPN2	1050	450	1363	478	2219	2436	178	5916	8428	248	1942	1044	860
TP53BP2	168	105	238	39	646	399	36	1222	2499	253	407	237	124
FBXO28	316	250	427	102	550	481	24	613	1383	66	140	85	104
DEGS1	2268	1025	3316	391	2941	3305	95	1268	3705	195	441	399	354
AC092809.4	32	17	2	2	6	10	0	0	4	0	0	0	0
NVL	228	128	174	32	538	508	9	283	387	29	55	34	28
CNIH4	4982	2830	3775	921	7681	8981	246	7062	15810	572	1110	1793	798
WDR26	1312	764	1753	274	1151	1073	58	2525	4898	275	452	333	259
CNIH3	57	35	44	23	43	55	1	26	54	2	15	2	5
DNAH14	70	23	41	11	54	58	0	13	22	3	4	0	2
LBR	568	426	793	87	1047	903	25	1313	2994	112	297	214	180
ENAH	7	5	3	53	11	12	2	43	43	4	10	0	5
SRP9	4037	2187	5192	1026	7508	6672	199	3302	8760	390	1019	672	745
EPHX1	2225	1237	1783	481	2253	2858	92	382	980	156	360	115	55
AL591895.1	169	126	187	21	130	115	6	117	144	10	23	4	4
TMEM63A	1216	566	1698	242	1528	1880	64	948	2908	180	279	202	79
PYCR2	1273	712	768	257	987	884	43	518	1026	76	156	169	97
SDE2	387	200	474	61	595	459	18	703	1867	112	208	98	97
AL512343.2	13	12	6	1	15	9	0	3	3	1	2	0	0
H3F3A	46550	24649	40985	10817	39594	35997	1227	36777	121481	5009	12139	3492	7218
ACBD3	1525	826	1400	198	956	1086	54	1468	2169	135	317	188	179
ACBD3-AS1	0	2	1	32	4	8	0	5	17	4	2	1	1
LIN9	38	23	46	10	99	98	1	27	36	7	7	1	4
PARP1	1112	541	1085	259	2065	2027	51	1076	2488	70	284	93	136
ITPKB	496	268	640	59	235	292	12	291	489	64	91	46	30
ITPKB-AS1	13	3	15	1	0	0	0	0	0	0	0	0	0
PSEN2	404	183	306	107	549	575	13	285	978	40	166	46	36
COQ8A	532	272	523	90	576	590	13	130	325	24	53	23	23
CDC42BPA	163	50	144	60	120	205	1	96	297	11	34	14	12
ZNF678	169	75	164	13	246	199	4	92	147	16	29	20	19
SNAP47	226	119	140	73	444	334	11	212	435	26	77	33	28
JMJD4	188	73	212	44	338	267	8	159	460	21	68	52	47
WNT9A	1	1	1	6	1	0	0	4	8	3	0	0	1
ARF1	5100	2631	4244	1400	14100	12261	501	9661	29229	1273	3966	3384	2105
C1orf35	1455	675	902	215	993	1177	38	403	928	42	97	75	60
MRPL55	3419	1757	1695	750	2282	2231	68	937	2265	69	320	192	190
GUK1	8516	4441	5422	3296	11481	9584	423	9396	29031	906	3673	2425	1793
IBA57	139	57	103	23	129	113	6	110	210	23	35	31	20
OBSCN	9	4	9	4	24	23	0	12	15	0	2	1	0
AL353593.1	9	5	13	1	4	5	0	4	3	0	0	0	0
TRIM11	301	125	290	69	456	402	20	296	955	54	132	86	51
HIST3H2A	59	12	79	14	241	369	10	417	1105	206	134	270	67
RNF187	1514	671	1385	329	2335	1956	60	880	2720	96	464	317	205
RHOU	491	295	486	150	888	656	29	1014	2777	61	141	203	164
RAB4A	2109	1065	1872	564	1872	1923	39	727	2042	90	335	106	147
AL117350.1	5	3	3	0	1	2	0	0	5	0	4	0	0
CCSAP	681	451	1255	112	587	560	22	317	781	23	71	34	37
NUP133	293	219	363	62	523	504	13	357	617	22	66	36	35
ABCB10	421	295	452	80	324	312	13	234	441	14	68	28	32
TAF5L	410	251	392	60	272	271	11	289	512	20	69	30	35
URB2	100	45	98	18	149	115	7	77	157	5	16	7	21
LINC01736	3	0	0	0	8	5	0	7	11	0	0	4	0
GALNT2	551	314	483	158	1165	1066	33	939	2925	130	367	204	167
PGBD5	3	4	0	0	0	3	0	5	5	1	1	0	0
COG2	439	265	583	65	687	632	12	390	715	25	99	43	52
AGT	5	8	0	0	0	0	0	59	1	0	0	0	1
CAPN9	3	0	0	5	0	0	0	2	1	0	1	0	0
C1orf198	93	56	78	26	218	175	10	181	404	15	47	21	21
TTC13	180	105	242	30	307	268	8	113	288	11	39	11	19
ARV1	732	332	718	104	1115	1122	14	231	445	19	89	37	56
FAM89A	3153	1220	3634	935	1492	1705	77	455	1860	31	102	108	131
C1orf131	855	525	658	108	869	752	16	882	1377	56	127	103	120
GNPAT	641	391	607	173	1007	957	31	784	1758	100	213	100	97
EXOC8	243	168	280	45	430	372	15	450	1012	46	96	68	62
SPRTN	280	131	250	45	448	374	8	244	582	27	84	30	38
EGLN1	634	374	708	161	832	793	14	327	602	44	135	47	38
AL445524.1	308	294	267	54	202	195	7	815	3028	129	265	67	165
TSNAX	1571	828	2472	238	787	773	17	639	999	47	121	78	92
DISC1	147	129	188	11	513	325	10	233	511	36	48	45	17
SIPA1L2	407	312	985	95	1338	1232	40	1944	2857	105	371	211	193
MAP10	18	9	33	11	49	43	1	42	60	4	16	6	5
NTPCR	1178	717	824	243	2065	1990	59	681	2077	82	320	164	56
PCNX2	92	58	160	23	197	189	7	202	131	6	32	21	23
MAP3K21	48	29	68	2	66	67	5	94	102	6	21	9	4
KCNK1	2	0	0	18	0	0	1	2	5	0	1	0	4
AL355472.4	3	2	3	0	0	1	0	1	15	0	0	0	0
AL355472.1	82	75	157	25	159	122	7	280	939	40	90	68	40
COA6	3140	1676	1073	514	5220	5390	180	3389	11184	268	871	603	386
TARBP1	449	260	567	96	596	655	14	166	343	21	63	14	16
IRF2BP2	1536	984	2475	432	2159	1833	60	4371	7643	300	969	1160	468
AL160408.2	5	0	5	0	3	9	0	22	132	1	13	10	5
AL391832.1	10	6	7	0	7	2	0	8	7	0	0	3	6
AL391832.2	349	253	130	24	96	105	1	123	253	20	36	15	19
AL391832.3	69	81	21	0	36	37	2	71	127	5	16	25	11
AL732292.2	3	0	6	0	0	0	0	0	4	0	2	0	0
TOMM20	3941	2522	5305	875	5312	5230	140	2773	7570	291	956	651	515
RBM34	311	279	115	26	782	495	30	339	607	34	83	66	30
ARID4B	1519	939	1664	278	3158	2752	82	3211	8036	472	844	410	238
GGPS1	815	364	743	229	320	299	11	353	563	33	48	34	43
TBCE	150	93	148	13	82	61	0	38	118	7	17	13	10
TBCE.1	139	77	175	14	71	59	2	102	156	5	28	18	21
B3GALNT2	142	87	277	33	249	297	9	140	457	30	30	25	30
LYST	1337	1013	2493	177	2524	2572	93	1804	5914	356	463	242	335
NID1	35	23	9	2	20	11	4	47	267	43	7	10	23
GPR137B	2304	1243	2527	585	4377	3676	199	4801	6927	553	1074	350	530
ERO1B	242	159	221	34	691	362	27	566	1180	94	118	145	55
EDARADD	8	0	2	3	56	40	2	137	385	10	12	24	8
LGALS8	864	554	1036	209	2041	1884	65	2293	5385	251	596	425	257
LGALS8-AS1	1	2	6	2	10	15	0	19	75	1	21	5	5
AL359921.2	15	5	3	1	10	6	0	7	11	0	5	0	2
AL359921.1	3	0	5	0	0	4	0	7	0	0	0	0	2
HEATR1	223	162	402	47	453	402	13	282	664	36	74	20	73
MTR	526	305	578	70	973	1034	28	392	872	42	138	44	34
RYR2	3	0	0	0	2	0	0	0	0	0	0	0	0
AC093426.1	10	8	4	0	0	0	0	2	8	3	1	3	2
CHRM3	170	185	195	15	82	136	0	2	9	0	1	0	0
CHRM3-AS2	5	0	12	1	1	4	0	8	14	0	0	0	3
FH	762	437	626	160	1055	1436	40	466	1251	57	168	68	72
KMO	2822	1499	1770	210	4940	4808	157	1337	3371	248	390	201	361
OPN3	3512	1583	3455	555	2102	2590	135	1124	1769	136	320	219	177
CHML	383	335	1727	37	153	216	11	326	425	38	75	49	56
WDR64	10	6	0	0	1	16	1	1	1	0	0	0	0
EXO1	3	3	2	0	8	6	0	8	17	0	2	0	8
MAP1LC3C	13	8	4	0	101	162	0	3	17	0	0	3	2
CEP170	1425	1120	3013	182	4168	3359	76	3145	6373	308	946	685	569
SDCCAG8	3037	2019	3821	466	4508	4670	106	2372	3630	186	573	495	267
AKT3	511	343	492	101	580	782	12	256	380	30	37	12	37
AL591885.1	3	0	3	0	3	0	0	0	0	0	0	0	0
ZBTB18	167	125	216	43	75	107	1	148	249	13	25	27	12
ADSS	1505	911	1713	262	1791	2180	59	1857	4030	196	538	212	359
CATSPERE	19	12	26	13	36	29	1	8	13	1	5	0	0
DESI2	651	335	643	151	1158	922	31	1048	2007	97	239	137	146
COX20	2367	1126	1298	362	2231	1598	61	4677	8146	318	971	781	851
HNRNPU	4228	2400	6940	834	6917	6053	263	7926	19267	1044	2005	1028	1229
AL356512.1	12	9	35	0	30	30	3	110	575	3	52	48	14
EFCAB2	131	62	146	98	483	406	13	334	1321	14	190	74	33
SMYD3	155	69	129	24	251	310	3	96	162	12	28	15	8
TFB2M	196	107	272	42	276	314	11	196	464	14	67	21	43
CNST	259	170	385	61	678	728	25	653	1599	87	157	73	72
AL591848.3	2	0	0	0	2	2	0	0	5	0	1	0	1
SCCPDH	2746	1208	2632	887	5501	5645	218	2357	4271	77	805	322	243
AL591848.4	9	4	10	1	6	0	0	2	4	0	0	0	1
AHCTF1	261	198	490	65	769	722	14	668	1270	55	176	125	83
ZNF670	47	47	55	15	100	113	1	37	72	8	6	12	12
ZNF669	116	56	79	15	179	162	6	139	496	19	42	84	30
ZNF124	350	166	559	81	1689	1047	20	385	846	47	88	57	42
AL390728.6	578	589	845	83	749	599	29	668	1135	79	96	138	79
AL390728.5	5	6	13	0	282	231	6	146	281	37	11	25	11
ZNF496	82	64	112	15	537	335	24	428	983	45	160	118	54
NLRP3	38	30	100	8	223	201	14	1539	2689	98	715	474	222
GCSAML	5	0	3	0	7	1	0	4	14	0	1	0	0
OR2C3	11	3	0	4	6	3	0	0	6	0	3	0	4
AL390860.1	3	0	7	0	2	6	0	0	0	0	0	0	0
TRIM58	4	5	5	0	13	7	10	70	25	5	19	4	4
OR2L2	2	4	1	0	8	3	0	8	6	2	0	2	0
SH3BP5L	247	106	155	44	402	332	13	192	518	26	76	57	44
ZNF672	461	208	429	197	1101	803	30	540	2214	82	210	103	71
ZNF692	122	87	152	34	251	227	10	186	361	20	48	33	24
PGBD2	114	76	169	32	222	237	4	148	265	11	23	23	12
SH3YL1	430	277	537	84	320	359	9	103	184	12	39	20	28
ACP1	2163	1275	1377	476	3473	3238	89	2259	5571	201	746	436	450
TMEM18	1088	605	784	168	1172	1383	32	902	2003	74	248	142	107
EIPR1	552	246	228	128	542	542	15	381	843	39	155	67	55
TRAPPC12	758	379	736	134	1115	934	33	530	826	53	161	93	58
TRAPPC12-AS1	4	3	1	1	0	0	0	0	0	0	0	0	0
ADI1	1986	924	1387	324	2379	2336	53	1409	2276	209	466	285	97
AC231981.1	82	35	25	5	32	49	1	24	28	6	5	3	4
AC108488.1	137	78	59	4	267	237	5	130	132	9	17	6	6
RNASEH1	549	251	460	161	1363	1064	22	798	2085	48	252	164	145
RNASEH1-AS1	141	37	53	28	145	150	2	64	176	9	30	10	13
RPS7	48410	30951	30343	7836	45703	40071	1214	31702	68873	2774	8520	4969	5137
LINC00487	7	0	2	0	5	31	0	39	17	3	3	9	3
NRIR	11	0	15	3	46	95	4	281	493	25	46	81	31
CMPK2	579	225	809	99	11785	7491	282	10282	25467	1143	2917	1406	493
RSAD2	283	97	381	64	32717	21944	1336	69576	182324	10294	15033	8404	2983
LINC01871	112	24	19	1	28	22	3	80	64	0	0	2	23
LINC01814	17	16	22	2	5	13	0	2	7	0	0	1	0
ID2-AS1	5	0	3	0	7	8	0	2	5	3	0	0	1
ID2	5499	2655	8024	1232	1803	2082	78	5314	11574	508	1576	893	381
KIDINS220	935	670	1580	131	1279	1066	35	1452	2770	130	298	115	189
MBOAT2	3	1	4	8	9	8	1	39	152	12	9	9	0
ASAP2	1	1	4	4	3	3	1	65	42	18	7	3	5
ITGB1BP1	1246	868	874	409	1407	1350	24	1834	5869	89	681	311	387
CPSF3	586	312	598	77	879	914	19	677	1282	45	163	69	97
IAH1	3343	1351	3169	262	2296	1982	80	2029	6045	163	687	378	289
ADAM17	4541	1744	5462	436	3988	3666	130	4882	11413	522	1259	609	527
AC073195.1	27	10	74	7	79	71	0	104	408	8	66	37	27
YWHAQ	3506	1488	3714	858	4960	5078	277	5202	11762	447	1322	794	1176
TAF1B	616	287	559	76	754	868	26	785	1318	45	157	103	61
AC010969.2	146	58	121	16	126	78	1	132	120	4	21	11	7
GRHL1	207	40	122	58	94	91	10	43	71	3	7	10	7
AC104794.2	136	71	111	12	124	75	6	123	79	9	22	13	8
KLF11	658	328	820	175	955	820	26	826	1533	91	172	180	50
RRM2	27	8	1	0	0	2	0	23	25	1	3	0	38
AC007240.1	0	0	0	0	0	0	0	3	1	0	0	0	2
HPCAL1	2220	1054	1855	550	3507	3514	145	2721	8973	322	1354	737	965
ODC1	547	323	593	259	1615	1272	56	1176	2865	80	434	448	507
AC007249.2	9	8	7	4	25	17	2	13	41	2	3	11	12
NOL10	212	127	308	56	430	422	11	311	750	22	87	44	61
RN7SL832P	15	11	16	2	4	4	0	17	58	3	15	2	18
ATP6V1C2	3	0	5	0	27	20	1	10	23	1	4	1	1
PDIA6	3604	2139	3731	717	9067	8897	309	7709	14970	493	2479	2280	1826
LINC01954	70	24	39	3	155	20	0	13	20	0	6	0	0
PQLC3	1809	929	1927	499	2113	2185	54	1495	3357	134	415	228	189
ROCK2	554	352	927	88	1231	1167	25	957	1766	95	224	101	122
E2F6	219	99	252	41	468	384	12	497	1014	51	112	68	49
GREB1	13	9	14	4	39	29	0	11	18	0	8	0	1
LPIN1	476	253	509	135	743	811	11	691	1742	86	190	227	132
TRIB2	33	15	35	7	580	313	5	411	732	42	95	61	9
FAM84A	1	0	0	21	5	0	0	9	11	3	12	0	1
NBAS	285	205	359	41	587	613	17	339	827	43	90	30	50
DDX1	2097	1020	825	187	1361	1247	61	1362	1907	93	266	178	137
FAM49A	915	467	738	282	1561	1373	107	1614	3907	342	556	444	143
RAD51AP2	4	0	4	0	0	0	0	0	1	2	0	0	0
VSNL1	22	0	5	0	0	0	0	0	1	0	0	0	0
SMC6	749	544	756	130	1338	1597	44	860	1350	75	117	89	72
GEN1	116	81	167	10	273	249	4	128	211	9	46	15	31
AC079148.1	8	3	2	2	5	0	0	2	3	0	0	0	0
RDH14	667	332	614	182	1164	1288	39	528	1728	35	179	73	56
LINC01376	3	2	4	2	15	16	0	11	13	2	1	1	1
AC010096.1	3	3	2	0	0	0	0	0	0	0	0	0	0
LINC00954	20	8	8	2	21	12	3	75	101	16	6	17	5
TTC32	212	107	402	39	261	256	7	246	713	37	58	38	70
AC013400.1	4	4	2	0	3	2	0	8	46	0	12	8	0
WDR35	59	33	59	21	84	98	0	40	50	1	8	3	8
LAPTM4A	10828	6215	10918	1407	10928	12595	449	8701	14933	860	2040	2054	915
SDC1	8	14	2	12	3	5	1	7	29	3	1	1	17
PUM2	878	671	1212	126	1262	1100	46	1365	2533	146	281	176	190
RHOB	1934	470	8654	1173	3013	3689	605	12405	15443	863	4867	2432	419
HS1BP3	408	193	469	144	980	854	34	792	1585	89	238	191	124
AC012065.3	27	5	9	6	1	5	0	5	2	0	0	0	0
AC012065.4	8	4	15	0	3	3	0	6	1	2	3	0	1
LDAH	154	115	179	41	270	267	7	133	225	18	39	22	31
APOB	4	0	3	0	6	2	0	0	0	0	0	0	0
TDRD15	8	0	0	0	0	4	0	9	1	0	0	0	0
AC018742.1	19	6	0	0	0	1	0	0	0	0	0	0	0
KLHL29	262	145	234	31	267	211	11	11	60	0	12	1	15
AC009242.1	4	2	2	0	0	0	0	3	5	0	0	0	0
ATAD2B	327	259	659	43	620	517	22	585	1541	78	131	84	62
UBXN2A	343	208	261	54	704	657	19	689	1532	64	156	97	70
MFSD2B	5	3	3	1	0	0	0	8	8	0	0	2	0
WDCP	63	39	80	12	111	108	1	35	65	5	8	3	14
FKBP1B	39	5	27	25	173	124	6	179	346	27	71	34	15
SF3B6	5483	2811	4171	1123	6809	6409	195	5713	10672	403	1274	1050	802
FAM228B	504	334	357	72	416	351	11	121	251	18	52	17	19
TP53I3	1658	680	755	257	2277	2156	62	796	1518	71	333	148	113
PFN4	12	4	15	3	20	14	0	1	12	2	2	1	1
FAM228A	24	0	23	3	14	39	1	7	13	0	1	0	0
ITSN2	1300	955	1794	263	3094	2482	94	2277	4767	307	518	289	235
AC009228.1	5	3	6	0	0	3	0	0	0	0	0	0	0
NCOA1	687	405	987	128	1329	1213	40	1185	2427	131	263	148	90
PTRHD1	2393	1187	859	454	1770	1802	39	948	2726	100	381	131	132
CENPO	24	14	17	9	73	35	2	46	74	6	15	2	5
ADCY3	725	422	180	188	1205	461	83	2389	1332	482	383	131	151
AC012073.1	2	3	2	1	5	3	0	1	4	0	1	0	0
DNAJC27	78	47	103	10	164	87	5	160	322	18	28	16	27
DNAJC27-AS1	59	59	17	3	43	27	1	51	103	8	11	7	9
POMC	490	233	280	115	822	454	15	647	1055	31	101	17	78
DNMT3A	855	427	1148	96	611	614	14	384	698	26	105	51	40
AC012074.1	4	0	0	0	2	0	0	3	0	0	0	0	0
DTNB	253	166	139	42	466	490	7	300	831	24	62	36	29
AC104699.1	4	4	0	0	6	26	0	4	12	0	1	0	7
ASXL2	753	488	725	128	1466	1226	31	901	1957	104	187	68	98
KIF3C	26	13	17	6	38	49	0	23	49	3	5	1	4
RAB10	4700	2270	4153	1010	8859	6882	363	9733	23178	1243	2737	1754	1334
GAREM2	2	0	5	0	5	3	1	6	27	0	7	5	5
HADHA	4369	2385	3627	757	5112	5615	214	3077	7531	329	964	597	524
HADHB	4692	2611	4356	687	3878	4896	126	2099	5485	213	655	518	398
ADGRF3	6	3	14	0	27	9	1	28	174	6	14	4	3
SELENOI	183	152	272	42	600	528	23	508	1471	85	123	97	55
DRC1	5	11	0	53	14	13	0	16	67	18	3	0	4
OTOF	49	0	7	0	1678	531	73	2673	3424	133	119	888	118
C2orf70	12	3	4	4	12	6	0	3	8	0	0	0	0
CIB4	5	0	0	0	0	0	0	0	0	0	0	0	0
SLC35F6	2038	915	1591	361	2234	1896	85	1687	3066	139	496	440	224
CENPA	17	9	11	5	11	19	0	28	50	0	10	8	9
MAPRE3	245	136	133	38	206	577	12	60	154	14	41	14	12
TMEM214	340	201	484	78	588	480	36	421	1179	65	199	232	119
AGBL5	103	55	94	42	197	165	2	80	190	13	19	7	7
AGBL5-AS1	3	0	1	0	1	0	0	0	0	0	0	0	0
AC013472.3	3	0	2	0	0	0	0	0	0	0	0	0	0
AC013403.2	1	8	5	0	5	1	0	2	9	0	0	0	0
OST4	24629	14705	10017	3747	22728	17746	746	15410	42199	1633	4607	2676	2762
EMILIN1	7	0	15	6	19	28	0	78	186	19	14	25	20
KHK	176	61	143	56	226	266	6	31	82	9	23	3	5
ABHD1	36	20	26	5	45	36	0	4	8	0	1	0	3
PREB	503	230	485	131	1486	1095	36	700	2119	84	380	330	146
SLC5A6	182	101	174	40	355	286	11	307	470	19	99	25	40
ATRAID	5492	2740	4128	1011	6467	7240	205	2650	5756	223	847	459	335
CAD	243	146	257	28	370	297	8	169	317	17	44	22	36
UCN	63	50	113	9	30	24	0	30	41	6	3	3	3
MPV17	1721	863	1040	321	2731	3637	98	1610	3907	175	557	317	231
GTF3C2	415	237	487	87	746	655	21	345	879	50	115	55	78
AC074117.1	353	435	153	9	56	32	4	52	70	9	12	3	10
EIF2B4	657	426	441	68	568	550	25	369	876	50	112	85	69
SNX17	3334	1599	2998	712	4683	4427	111	2264	6777	181	990	393	387
ZNF513	179	72	188	43	248	207	7	312	716	47	94	52	58
PPM1G	1877	934	1660	430	3423	3085	92	1920	4997	208	593	335	311
NRBP1	1276	689	1429	268	2593	2398	141	2915	6912	610	941	678	397
KRTCAP3	11	8	18	49	15	21	2	15	54	5	12	6	6
IFT172	57	31	67	60	111	98	6	41	50	4	16	5	6
ZNF512	237	131	411	31	366	316	12	291	460	29	52	49	54
CCDC121	66	54	56	16	101	96	0	16	86	5	9	3	5
GPN1	441	231	493	96	665	681	22	541	1425	51	128	76	89
SUPT7L	453	228	400	113	1172	1069	27	711	1335	86	164	134	94
SLC4A1AP	605	324	663	111	1591	1466	49	1040	2015	106	205	172	104
MRPL33	6929	4518	3173	864	4693	4063	109	2605	7584	371	816	439	526
RBKS	71	35	37	19	205	182	16	316	2227	442	428	104	49
BABAM2	573	296	553	106	941	788	26	629	1580	86	191	165	100
FOSL2	1056	456	839	340	1017	883	73	2258	5549	695	748	668	450
AC104695.3	22	5	9	2	4	5	0	14	33	1	2	19	7
PLB1	111	62	48	9	204	129	4	208	447	1	61	9	10
AC092164.1	22	11	14	2	7	8	0	9	10	0	1	2	2
PPP1CB	8807	3217	7392	681	2796	2504	102	4273	7708	442	860	503	657
SPDYA	3	2	20	0	9	7	0	26	42	4	3	6	7
TRMT61B	310	154	342	68	571	454	7	175	299	22	51	25	30
WDR43	976	596	703	70	1019	917	41	891	1214	107	147	78	102
TOGARAM2	9	7	1	61	17	16	0	13	24	7	0	2	4
C2orf71	54	15	26	13	22	31	0	0	0	0	0	0	0
CLIP4	1725	846	2539	284	1624	1916	73	1195	1344	78	216	182	130
ALK	5	4	8	3	27	27	0	3	6	1	9	0	1
YPEL5	1860	1001	2432	556	2783	2782	83	2916	5321	348	609	556	269
LBH	49	11	31	8	80	99	9	121	335	18	31	13	20
LCLAT1	119	45	84	32	178	178	2	88	102	9	39	6	12
EHD3	7	5	2	3	8	9	0	12	17	0	2	4	3
AL121652.1	12	4	20	0	11	10	0	13	15	0	1	2	1
MEMO1	646	368	481	58	609	589	24	643	1489	55	216	93	87
DPY30	3226	1717	1917	744	2726	2643	71	1462	2591	105	296	208	182
AL121655.1	9	0	10	2	0	0	0	4	6	0	0	0	2
SPAST	426	265	594	66	661	638	11	449	935	39	135	61	57
AL121658.1	21	26	40	7	52	37	1	36	104	6	8	13	9
SLC30A6	280	185	375	48	395	390	14	419	612	41	79	39	62
NLRC4	950	568	1005	127	1459	1411	32	672	882	12	98	91	67
YIPF4	2154	1197	2626	330	1789	2038	51	1479	3420	228	348	293	243
AL133245.1	33	23	62	4	11	12	0	25	51	3	7	8	5
BIRC6	1146	766	1627	144	1913	1760	43	1414	3254	162	356	162	242
TTC27	188	94	188	28	311	342	8	176	364	17	52	17	24
RASGRP3	261	181	200	63	953	703	44	1236	1811	212	352	129	68
FAM98A	389	221	405	79	1243	1007	30	515	1148	45	126	74	62
AC009414.2	144	111	56	6	4	4	0	0	1	0	0	0	0
CRIM1	722	776	1276	47	513	681	10	37	223	58	10	5	15
FEZ2	3133	1924	2552	504	3840	4331	141	2060	4922	196	571	297	324
STRN	340	220	586	59	548	512	16	620	1008	58	106	48	73
HEATR5B	831	612	1089	129	808	1069	10	273	495	35	111	60	36
GPATCH11	1778	1003	910	149	882	1259	13	497	351	25	69	35	46
EIF2AK2	2244	1176	3219	336	10380	9470	288	9552	21632	833	2253	1296	565
CEBPZOS	1416	1007	1453	255	2280	2035	47	780	1859	88	203	94	157
CEBPZ	1722	1253	1026	191	3519	3513	119	3122	5376	300	531	343	240
NDUFAF7	168	139	230	18	303	314	7	174	289	20	34	29	36
PRKD3	466	262	493	82	653	605	14	356	963	59	86	45	60
QPCT	185	71	258	141	319	375	13	615	1834	85	339	203	90
AC006369.1	8	0	1	0	10	0	0	5	10	1	0	2	4
CDC42EP3	3454	2045	3982	251	9241	7017	148	1672	6666	636	830	260	254
LINC00211	38	8	29	0	15	17	0	4	5	0	9	2	0
RMDN2	250	111	307	30	173	277	1	44	118	4	23	9	6
